D3D!D3D_OcclusionQuery_IsDataAvailable	System.UInt32	System.UInt32,System.UInt32,ref:System.UInt32	unknown
D3D!D3D_OcclusionQuery_ReleaseHandle	System.Void	System.UInt32,System.UInt32	unknown
D3D!D3D_QueryFormat	System.UInt32	System.UInt32,System.Boolean,struct:Microsoft.Xna.Framework.Graphics.GraphicsProfile,ref:Microsoft.Xna.Framework.Graphics.UnsafeNativeStructures/QUERY_FORMAT_INFO	HANDLE
D3D!D3D_ReleaseHandle	System.Void	System.UInt32	unknown
D3D!D3D_Texture_GetTexture	System.UInt32	System.UInt32,System.UInt32,ref:Microsoft.Xna.Framework.Graphics.TextureType,ref:Microsoft.Xna.Framework.Graphics.UnsafeNativeStructures/TEXTURE_CREATION_PARAMS	unknown
D3D!D3D_Texture2D_CopyData	System.UInt32	System.UInt32,System.UInt32,ptr:System.Void,struct:Microsoft.Xna.Framework.Graphics.UnsafeNativeStructures/TEXTURE_COPYDATA_INFO,ptr:Microsoft.Xna.Framework.Rectangle,System.Byte	unknown
D3D!D3D_Texture2D_CreateHandle	System.UInt32	System.UInt32,struct:Microsoft.Xna.Framework.Graphics.UnsafeNativeStructures/TEXTURE_CREATION_PARAMS,ref:System.UInt32	unknown
D3D!D3D_Texture2D_ReleaseHandle	System.Void	System.UInt32,System.UInt32	unknown
D3D!D3D_Texture3D_CopyData	System.UInt32	System.UInt32,System.UInt32,ref:Microsoft.Xna.Framework.Graphics.UnsafeNativeStructures/TEXTURE3D_COPYDATA_INFO,System.Byte	unknown
D3D!D3D_Texture3D_CreateHandle	System.UInt32	System.UInt32,struct:Microsoft.Xna.Framework.Graphics.UnsafeNativeStructures/TEXTURE_CREATION_PARAMS,ref:System.UInt32	unknown
D3D!D3D_Texture3D_ReleaseHandle	System.Void	System.UInt32,System.UInt32	unknown
D3D!D3D_TextureCube_CopyData	System.UInt32	System.UInt32,System.UInt32,ptr:System.Void,struct:Microsoft.Xna.Framework.Graphics.UnsafeNativeStructures/TEXTURECUBE_COPYDATA_INFO,ptr:Microsoft.Xna.Framework.Rectangle,System.Byte	unknown
D3D!D3D_TextureCube_CreateHandle	System.UInt32	System.UInt32,struct:Microsoft.Xna.Framework.Graphics.UnsafeNativeStructures/TEXTURE_CREATION_PARAMS,ref:System.UInt32	unknown
D3D!D3D_TextureCube_ReleaseHandle	System.Void	System.UInt32,System.UInt32	unknown
D3D!D3D_VertexBuffer_CopyData	System.UInt32	System.UInt32,System.UInt32,ptr:System.Void,System.UInt32,struct:Microsoft.Xna.Framework.Graphics.UnsafeNativeStructures/VERTEX_COPYDATA_INFO,System.Byte	unknown
D3D!D3D_VertexBuffer_CreateHandle	System.UInt32	System.UInt32,System.UInt32,System.Int32	HANDLE
D3D!D3D_VertexBuffer_ReleaseHandle	System.Void	System.UInt32,System.UInt32	unknown
MEDIA!Imaging_CloseKernelStream	System.UInt32	System.UInt32	unknown
MEDIA!Imaging_CreateKernelMemoryStream	System.UInt32	ptr:System.Byte,System.UInt32,ptr:System.UInt32	unknown
MEDIA!Imaging_DecodeStreamToTexture	System.UInt32	System.UInt32,System.UInt32,ptr:System.UInt32,ptr:System.UInt32,struct:Microsoft.Xna.Framework.XnaImageOperation,System.Int32,ptr:System.UInt32	unknown
Net!GamerServices_DispatchCommand_Entrypoint	System.UInt32	ptr:System.Void,System.Int32	HANDLE
Net!GamerServices_Initialize_Entrypoint	System.UInt32	System.Int32	ERROR
STORAGE!STORAGE_CloseContent	System.UInt32	System.UInt32	unknown
STORAGE!STORAGE_DeleteContent	System.UInt32	System.UInt32,System.UInt32,System.String,System.UInt32,System.UInt32	unknown
STORAGE!STORAGE_GetStorageData	Microsoft.Xna.Framework.ErrorCodes	System.UInt32,ref:Microsoft.Xna.Framework.Storage.UnsafeNativeStructures/XDEVICE_DATA	unknown
STORAGE!STORAGE_ShowDeviceUI	Microsoft.Xna.Framework.ErrorCodes	System.Int32,ref:System.UInt32,ref:System.UInt32	unknown
XAM!XAM_IsGuideVisible	System.UInt32		unknown
